X,Y,business_id,account_name,dba,street_address,zip_code,group_,type,subtype,statute,number,status,ownership_transferable,location_transferable,ObjectId
-83.12470712,42.3937794,214817,"BOULEVARD PLACE, INC.",BOULEVARD MARKET PLACE,2699 W Grand Blvd,48208,Retail - Off Premises,Specially Designated Merchant,,,L-000179268,Active,Y,Y,1023
-83.06264021,42.35358113,214921,"MALAK & MONA, INC.",STARTERS BAR & GRILL AT STUDIO ONE,4501 Woodward Ave,48201,Retail - On Premises,Class C,Special Act,MCL 436.1513(3),L-000187582,Active,N,N,1024
-83.06264021,42.35358113,214921,"MALAK & MONA, INC.",STARTERS BAR & GRILL AT STUDIO ONE,4501 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000187583,Active,Y,Y,1025
-83.16546021,42.35901405,215065,"10600 JOY ROAD VENTURES, LLC",BLUE STAR BAR & GRILL,10600 Joy Rd,48204,Retail - On Premises,Class C,Regular,,L-000185023,Escrow,Y,Y,1026
-83.03594183,42.36815241,215427,"LEENA'S ENTERPRISES, INC.",MC DOUGALL FOOD CENTER,5038 McDougall St,48211,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000177986,Active,Y,Y,1027
-83.03594183,42.36815241,215427,"LEENA'S ENTERPRISES, INC.",MC DOUGALL FOOD CENTER,5038 McDougall St,48211,Retail - Off Premises,Specially Designated Merchant,,,L-000177987,Active,Y,Y,1028
-83.11563663,42.35907084,215540,"D HILL ENTERPRISES, LLC",LITTLE MARY'S BAR,7745 Grand River Ave,48204,Retail - On Premises,Class C,Regular,,L-000179212,Active,Y,Y,1029
-83.06760431,42.36275816,215552,ANTHONY LLC,STAR OF WOODWARD,5730 Woodward Ave,48202,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000177150,Active,Y,Y,1030
-83.06760431,42.36275816,215552,ANTHONY LLC,STAR OF WOODWARD,5730 Woodward Ave,48202,Retail - Off Premises,Specially Designated Merchant,,,L-000177151,Active,Y,Y,1031
-83.0789783,42.36892685,215682,"NEDCON, LLC",FISHER THEATRE,3011 W Grand Blvd,48202,Retail - On Premises,Class C,Regular,,L-000186761,Escrow,Y,Y,1032
-83.03976506,42.32902788,215897,"REN CEN 4 THEATRES, INC.",REN CEN 4,200 Renaissance Ctr,48243,Retail - On Premises,Class C,Regular,,L-000189858,Escrow,Y,Y,1033
-83.04877017,42.33171559,216119,"BISTRO 24, LLC",SPA 19/24 GRILLE,214 Michigan Ave,48226,Retail - On Premises,Class C,Regular,,L-000187297,Escrow,Y,Y,1034
-83.04877017,42.33171559,216119,"BISTRO 24, LLC",SPA 19/24 GRILLE,214 Michigan Ave,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000187298,Escrow,Y,Y,1035
-83.17560851,42.41656277,216361,"JHNB, INC.",J N B MARKET,13211 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000184569,Active,Y,Y,1036
-83.17560851,42.41656277,216361,"JHNB, INC.",J N B MARKET,13211 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000184570,Active,Y,Y,1037
-83.22184362,42.4440767,216402,"NORTHLAND PARTY STORE, INC.",NORTHLAND PARTY STORE,18245 W 8 Mile Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000183260,Active,Y,Y,1038
-83.22184362,42.4440767,216402,"NORTHLAND PARTY STORE, INC.",NORTHLAND PARTY STORE,18245 W 8 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000183261,Active,Y,Y,1039
-83.05371991,42.32792488,216862,"3RD BAR, LLC",3RD BAR,699 W Forest St,48201,Retail - On Premises,Class C,Regular,,L-000187680,Active,Y,Y,1040
-83.05497293,42.33700389,216900,LAMBRECHT JERANT INC.,BOOKIES BAR & GRILL,224 W Columbia St,48201,Retail - On Premises,Class C,Regular,,L-000184160,Active,Y,Y,1041
-83.05497293,42.33700389,216900,LAMBRECHT JERANT INC.,BOOKIES BAR & GRILL,224 W Columbia St,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000184161,Active,Y,Y,1042
-83.04599984,42.33663663,217163,"LA CASA DE LA HABANA DETROIT, INC.",LA CASA DE LA HABANA,1502 Randolph St,48226,Retail - On Premises,Class C,Regular,,L-000185586,Active,Y,Y,1043
-83.04599984,42.33663663,217163,"LA CASA DE LA HABANA DETROIT, INC.",LA CASA DE LA HABANA,1502 Randolph St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000185587,Active,Y,Y,1044
-83.18514402,42.38704934,217545,"GH GLASSHOUSE BAR & GRILL, INC","GH GLASSHOUSE BAR & GRILL, INC",14301 Grand River Ave,48227,Retail - On Premises,Class C,Regular,,L-000185212,Active,Y,Y,1045
-83.2012757,42.44250057,217999,"SAVAYA LIQUOR, INC.",SAVAYA LIQUOR,20441 James Couzens Fwy,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000203536,Active,Y,Y,1046
-83.2012757,42.44250057,217999,"SAVAYA LIQUOR, INC.",SAVAYA LIQUOR,20441 James Couzens Fwy,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000203537,Active,Y,Y,1047
-83.08094547,42.35528638,218620,"SEVEN MORNING STARS, INC.",BIG B PARTY STORE,5287 Trumbull St,48208,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000185291,Active,Y,Y,1048
-83.08094547,42.35528638,218620,"SEVEN MORNING STARS, INC.",BIG B PARTY STORE,5287 Trumbull St,48208,Retail - Off Premises,Specially Designated Merchant,,,L-000185292,Active,Y,Y,1049
-83.05209474,42.32466519,219239,DETROIT PRINCESS ENTERTAINMENT CO.,THE DETROIT PRINCESS RIVERBOAT,201 Civic Center Dr,48226,Retail - On Premises,Watercraft,,,L-000189602,Active,Y,Y,1050
-83.1810772,42.44526503,219583,"GHFS, INC.",A & D MARKET,2205 S Schaefer Hwy,48217,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000186265,Active,Y,Y,1051
-83.1810772,42.44526503,219583,"GHFS, INC.",A & D MARKET,2205 S Schaefer Hwy,48217,Retail - Off Premises,Specially Designated Merchant,,,L-000186266,Active,Y,Y,1052
-82.98277846,42.42664545,219721,"TAJER ENTERPRISES, INC.",COACH PARTY STORE,13624 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000189290,Active,Y,Y,1053
-82.98277846,42.42664545,219721,"TAJER ENTERPRISES, INC.",COACH PARTY STORE,13624 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000189291,Active,Y,Y,1054
-83.08805304,42.42511297,220479,"JCJ FOOD, INC",SAVELINE MARKET,1549 E Nevada St,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000186382,Active,Y,Y,1055
-82.9863855,42.44905058,221040,"HJJA, INC.",RAINBOW MARKET,13510 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000193548,Escrow,Y,Y,1056
-82.9863855,42.44905058,221040,"HJJA, INC.",RAINBOW MARKET,13510 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000193549,Escrow,Y,Y,1057
-83.16397216,42.37342039,221205,"SHAMOO ENTERPRISES, INC.",PLYMOUTH EXPRESS,10450 Plymouth Rd,48204,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000186704,Escrow,Y,Y,1058
-83.16397216,42.37342039,221205,"SHAMOO ENTERPRISES, INC.",PLYMOUTH EXPRESS,10450 Plymouth Rd,48204,Retail - Off Premises,Specially Designated Merchant,,,L-000186705,Escrow,Y,Y,1059
-83.06524686,42.3540293,221488,MIDTOWN SHANGRI-LA INC,MIDTOWN SHANGRI-LA,4710 Cass Ave,48201,Retail - On Premises,Class C,Regular,,L-000190732,Active,Y,Y,1060
-83.04763382,42.32877935,221561,"INTERNATIONAL MARKET PLACE, INC.",SHELBY STREET NEWS,536 Shelby St,48226,Retail - On Premises,Class C,Regular,,L-000187135,Active,Y,Y,1061
-83.03142369,42.37696864,221723,"LIQUOR COMPANY, INC.",LIQUOR COMPANY PARTY STORE,1680 E Grand Blvd,48211,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000189628,Escrow,Y,Y,1062
-83.03142369,42.37696864,221723,"LIQUOR COMPANY, INC.",LIQUOR COMPANY PARTY STORE,1680 E Grand Blvd,48211,Retail - Off Premises,Specially Designated Merchant,,,L-000189629,Escrow,Y,Y,1063
-82.95441365,42.4498301,221726,"RYNK, INC.",ROYALTY FOODS,16086 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000187430,Active,Y,Y,1064
-82.95441365,42.4498301,221726,"RYNK, INC.",ROYALTY FOODS,16086 E 8 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000187431,Active,Y,Y,1065
-83.21867634,42.34369069,222045,"TWO BROTHERS & A FRIEND, INC.",3 B PARTY STORE OF DETROIT,18300 W Warren Ave,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000195454,Active,Y,Y,1066
-83.21867634,42.34369069,222045,"TWO BROTHERS & A FRIEND, INC.",3 B PARTY STORE OF DETROIT,18300 W Warren Ave,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000409796,Active,Y,Y,1067
-82.97451043,42.42012592,222171,"MNSN, INC.",LIQUOR ISLAND,11731 Chalmers St,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000190225,Active,Y,Y,1068
-82.97451043,42.42012592,222171,"MNSN, INC.",LIQUOR ISLAND,11731 Chalmers St,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000190226,Active,Y,Y,1069
-83.00459418,42.44206358,222641,STATE FAIR LOUNGE INC.,STATE FAIR LOUNGE,19910 Hoover St,48205,Retail - On Premises,Class C,Regular,,L-000195692,Active,Y,Y,1070
-83.00459418,42.44206358,222641,STATE FAIR LOUNGE INC.,STATE FAIR LOUNGE,19910 Hoover St,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000195693,Active,Y,Y,1071
-83.03988608,42.34536901,222690,"SUPINO, L.L.C.",SUPINO PIZZERIA,2457 Russell St,48207,Retail - On Premises,Class C,Regular,,L-000200026,Active,Y,Y,1072
-83.04573802,42.3336514,225779,"ORCHID THAI, INC.",ORCHID THAI,115 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000218936,Active,Y,Y,1073
-83.04573802,42.3336514,225779,"ORCHID THAI, INC.",ORCHID THAI,115 Monroe St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000218937,Active,Y,Y,1074
-83.1415958,42.44537368,225947,SB MEDIA LLC,BAKER'S KEYBOARD LOUNGE,20510 Livernois Ave,48221,Retail - On Premises,Class C,Regular,,L-000207021,Active,Y,Y,1075
-83.1295292,42.33092242,225949,LA CARRETA II CO.,LA CARRETA MARKET,6905 Michigan Ave,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000217672,Active,Y,Y,1076
-83.1295292,42.33092242,225949,LA CARRETA II CO.,LA CARRETA MARKET,6905 Michigan Ave,48210,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000430829,Active,Y,Y,1077
-83.03331506,42.33765991,226160,"JAYVIN, INC.",LAFAYETTE FOODS,1565 E Lafayette St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000211698,Active,Y,Y,1078
-83.03331506,42.33765991,226160,"JAYVIN, INC.",LAFAYETTE FOODS,1565 E Lafayette St,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000401772,Active,Y,Y,1079
-83.0414095,42.32948265,226190,SEAFOOD OF DETROIT LLC,JOE MUER SEAFOOD,Renaissance Center,48243,Retail - On Premises,Class C,Regular,,L-000206039,Active,Y,Y,1080
-83.0414095,42.32948265,226190,SEAFOOD OF DETROIT LLC,JOE MUER SEAFOOD,Renaissance Center,48243,Retail - Off Premises,Specially Designated Merchant,,,L-000206041,Active,Y,Y,1081
-83.14984493,42.35887934,226214,"M & A PARTY STORE, INC.",HOLIDAY PARTY STORE,8201 Joy Rd,48204,Retail - Off Premises,Specially Designated Merchant,,,L-000209687,Active,Y,Y,1082
-83.06013246,42.3417518,226220,"450 TEMPLE, INC.",MASONIC TEMPLE,500 Temple St,48201,Retail - On Premises,Class C,Regular,,L-000219804,Active,Y,Y,1083
-83.07578714,42.33163611,226332,"THE SUGAR HOUSE, INC.",THE SUGAR HOUSE,2130 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000206535,Active,Y,Y,1084
-83.03387686,42.43731605,226545,MINERVA BAR LLC,ESCAPE LOUNGE,19404 Sherwood St,48234,Retail - On Premises,Class C,Regular,,L-000209080,Active,Y,Y,1085
-83.2041318,42.37253256,226623,"HANNA MARKET, INC.",WOOD LIQUOR,16146 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000207553,Active,Y,Y,1086
-83.2041318,42.37253256,226623,"HANNA MARKET, INC.",WOOD LIQUOR,16146 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000207554,Active,Y,Y,1087
-83.03857772,42.42672812,226701,"CSYT, INC.",RANDY'S MARKET,18056 Mount Elliott St,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000212380,Active,Y,Y,1088
-83.03857772,42.42672812,226701,"CSYT, INC.",RANDY'S MARKET,18056 Mount Elliott St,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000212381,Active,Y,Y,1089
-83.0714733,42.32186006,226706,"JCD DETROIT, INC",GREEN DOT STABLES,2200 W Lafayette Blvd,48216,Retail - On Premises,Class C,Regular,,L-000212267,Active,Y,Y,1090
-83.0714733,42.32186006,226706,"JCD DETROIT, INC",GREEN DOT STABLES,2200 W Lafayette Blvd,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000212268,Active,Y,Y,1091
-83.05367995,42.32730277,226932,GEOLEON INC,TOMMY'S DETROIT BAR & GRILL,624 3rd St,48226,Retail - On Premises,Class C,Regular,,L-000217861,Active,Y,Y,1092
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Wholesale,Warehouser,,,L-000216413,Active,N,Y,1093
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Manufacturer,Manufacturer of Mixed Spirits,,,L-000282485,Active,N,Y,1094
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Manufacturer,Small Wine Maker,,,L-000282486,Active,N,Y,1095
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Manufacturer,Micro Brewer,,,L-000282487,Active,Y,Y,1096
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Manufacturer,Small Distiller,,,L-000282488,Active,Y,Y,1097
-83.0655271,42.35097934,226948,"MOTOR CITY BREWING WORKS, INC.",,441 W Canfield St,48201,Manufacturer,On-Premises Tasting Room Permit,,,L-000417630,Active,,,1098
-82.99760014,42.40338126,226990,"CARMENS ON FRENCH, INC.",GM PARTY STORE,10648 Gratiot Ave,48213,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000218857,Active,Y,Y,1099
-82.99760014,42.40338126,226990,"CARMENS ON FRENCH, INC.",GM PARTY STORE,10648 Gratiot Ave,48213,Retail - Off Premises,Specially Designated Merchant,,,L-000218858,Active,Y,Y,1100
-83.04145753,42.33291611,227038,"LIV RESTO-LOUNGE, LLC","LIV RESTO-LOUNGE, LLC",641 Beaubien St,48226,Retail - On Premises,Class C,Regular,,L-000402742,Active,Y,Y,1101
-83.04145753,42.33291611,227038,"LIV RESTO-LOUNGE, LLC","LIV RESTO-LOUNGE, LLC",641 Beaubien St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000405369,Active,,,1102
-83.06045625,42.35110919,227045,UNION STREET DETROIT LLC,UNION STREET,4151 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000213489,Active,Y,Y,1103
-83.06045625,42.35110919,227045,UNION STREET DETROIT LLC,UNION STREET,4151 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000213490,Active,Y,Y,1104
-83.12002316,42.3146586,227111,"LOS ALTOS, INC.",LOS ALTOS TAQUERIA & RESTAURANT,7056 W Vernor Hwy,48209,Retail - On Premises,Class C,Regular,,L-000212423,Escrow,Y,Y,1105
-83.05657252,42.34852729,227184,"WHOLE FOODS MARKET GROUP, INC. (A DELAWARE CORPORATION)",WHOLE FOODS MARKET,115 Mack Ave,48201,Retail - On Premises,Class C,Regular,,L-000223627,Escrow,Y,Y,1106
-83.05657252,42.34852729,227184,"WHOLE FOODS MARKET GROUP, INC. (A DELAWARE CORPORATION)",WHOLE FOODS MARKET,115 Mack Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000223628,Escrow,Y,Y,1107
-83.08565067,42.32323595,227478,"ZANTE GROUP, LLC",PARIS BAR,3400 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000220841,Active,Y,Y,1108
-83.23128346,42.34342394,227519,"PO-BILLY'S BAR ENTERPRISES, LLC",HURRY INN BAR,19432 W Warren Ave,48228,Retail - On Premises,Class C,Regular,,L-000214242,Active,Y,Y,1109
-83.24424097,42.37155873,202534,"A.E.A. PARTY STORE, INC.",DIAMOND LIQUOR,20723 Plymouth Rd,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000166961,Active,Y,Y,1110
-83.23128346,42.34342394,227519,"PO-BILLY'S BAR ENTERPRISES, LLC",HURRY INN BAR,19432 W Warren Ave,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000214243,Active,Y,Y,1111
-83.06022133,42.35032389,227621,"GLC MIDTOWN, L.L.C.",GREAT LAKES ROASTING COMPANY,3965 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000214375,Active,Y,Y,1112
-83.06022133,42.35032389,227621,"GLC MIDTOWN, L.L.C.",GREAT LAKES ROASTING COMPANY,3965 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000229458,Active,Y,Y,1113
-83.08011185,42.36727097,227756,"BJCN, INC.",LIQUOR PLUS,2906 W Grand Blvd,48202,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000216307,Active,Y,Y,1114
-83.08011185,42.36727097,227756,"BJCN, INC.",LIQUOR PLUS,2906 W Grand Blvd,48202,Retail - Off Premises,Specially Designated Merchant,,,L-000216308,Active,Y,Y,1115
-83.06670924,42.33168205,227773,"MC SHANES, LLC",MCSHANES IRISH PUB,1460 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000234440,Active,Y,Y,1116
-83.06670924,42.33168205,227773,"MC SHANES, LLC",MCSHANES IRISH PUB,1460 Michigan Ave,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000234441,Active,Y,Y,1117
-83.10371562,42.32086306,227799,"LOS CORRALES TAQUERIA, LLC",LOS CORRALES TAQUERIA & RESTAURANT,2244 Junction St,48209,Retail - On Premises,Class C,Regular,,L-000217675,Active,Y,Y,1118
-83.20358498,42.43061082,227838,BOLDEN CORP,GODFATHER LOUNGE,15838 W 7 Mile Rd,48235,Retail - On Premises,Class C,Regular,,L-000216579,Active,Y,Y,1119
-83.13903525,42.37547327,227844,"FNDS, INC.",E & N MARKET,11847 Livernois Ave,48204,Retail - Off Premises,Specially Designated Merchant,,,L-000217186,Active,Y,Y,1120
-83.07248327,42.38640581,227851,"M S KARIM ENTERPRISES, INC.",BIG DADDY'S,9100 Oakland St,48211,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000222758,Active,Y,Y,1121
-83.07248327,42.38640581,227851,"M S KARIM ENTERPRISES, INC.",BIG DADDY'S,9100 Oakland St,48211,Retail - Off Premises,Specially Designated Merchant,,,L-000222759,Active,Y,Y,1122
-83.24397464,42.42917215,227987,"AMAM, INC.",NORTHWEST PARTY STORE,20447 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000219757,Active,Y,Y,1123
-83.24397464,42.42917215,227987,"AMAM, INC.",NORTHWEST PARTY STORE,20447 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000219758,Active,Y,Y,1124
-83.2570694,42.39337061,228030,"JMGM ENTERPRISES, INC.",DADDY O'S MARKET,22002 Lyndon St,48223,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000220769,Active,Y,Y,1125
-83.2570694,42.39337061,228030,"JMGM ENTERPRISES, INC.",DADDY O'S MARKET,22002 Lyndon St,48223,Retail - Off Premises,Specially Designated Merchant,,,L-000220770,Active,Y,Y,1126
-83.24424097,42.37155873,202534,"A.E.A. PARTY STORE, INC.",DIAMOND LIQUOR,20723 Plymouth Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000166962,Active,Y,Y,1127
-83.04146142,42.3354532,203094,REDSMOKE DETROIT LLC,RED SMOKE BARBEQUE,573 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000171358,Active,Y,Y,1128
-82.99992531,42.35810844,203234,"SECRET CITY, INC.",,7968 KERCHEVAL ST,48214,Retail - On Premises,Class C,Regular,,L-000243775,Escrow,Y,Y,1129
-82.99992531,42.35810844,203234,"SECRET CITY, INC.",,7968 KERCHEVAL ST,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000243776,Escrow,Y,Y,1130
-83.12754618,42.41021299,203733,"D TOWN LIQUOR, INC.",D TOWN LIQUOR,2590 Puritan St,48238,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000167027,Escrow,Y,Y,1131
-83.12754618,42.41021299,203733,"D TOWN LIQUOR, INC.",D TOWN LIQUOR,2590 Puritan St,48238,Retail - Off Premises,Specially Designated Merchant,,,L-000167028,Escrow,Y,Y,1132
-83.04875271,42.34241149,203975,234 WINDER ST. INN INC.,234 WINDER STREET INN,2458 Brush St,48201,Retail - On Premises,Class C,Regular,,L-000183398,Escrow,Y,Y,1133
-83.04875271,42.34241149,203975,234 WINDER ST. INN INC.,234 WINDER STREET INN,2458 Brush St,48201,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000434839,Escrow,Y,N,1134
-83.02369102,42.36512294,204373,"JUSTIN ONE, INC.",PALMS MARKET,6324 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000178744,Active,Y,Y,1135
-83.02369102,42.36512294,204373,"JUSTIN ONE, INC.",PALMS MARKET,6324 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000178745,Active,Y,Y,1136
-83.01722467,42.39742465,204538,"R & S KIZY, INC.",EDGEWOOD MARKET,9252 Erwin St,48213,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000172364,Active,Y,Y,1137
-83.01722467,42.39742465,204538,"R & S KIZY, INC.",EDGEWOOD MARKET,9252 Erwin St,48213,Retail - Off Premises,Specially Designated Merchant,,,L-000172365,Active,Y,Y,1138
-83.11944611,42.35277163,204793,"FRANK BROTHERS, INC.",VIC'S SUPERMARKET,5009 Tireman St,48204,Retail - Off Premises,Specially Designated Merchant,,,L-000168906,Escrow,Y,Y,1139
-83.11648627,42.30787121,205513,CABRESTO IMPORTS CORPORATION,,7116 Rowan St,48209,Manufacturer,Consumer Sampling Event,,,L-000300201,Active,Y,Y,1140
-83.06328497,42.33171781,205539,"GROOTKA, INC.",PJ'S LAGER HOUSE,1258 Michigan Ave,48226,Retail - On Premises,Class C,Regular,,L-000173556,Active,Y,Y,1141
-83.06328497,42.33171781,205539,"GROOTKA, INC.",PJ'S LAGER HOUSE,1258 Michigan Ave,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000173557,Active,Y,Y,1142
-83.04368738,42.3359541,205678,MIGHION DETROIT LLC,HARBOR HOUSE GREEKTOWN,440 Clinton St,48226,Retail - On Premises,Class C,Regular,,L-000173448,Active,Y,Y,1143
-83.10512698,42.32282444,205899,"EL DURANGO ENTERTAINMENT, INC.",,2508 Junction St,48209,Retail - On Premises,Class C,Regular,,L-000179534,Active,Y,Y,1144
-83.10512698,42.32282444,205899,"EL DURANGO ENTERTAINMENT, INC.",,2508 Junction St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000179535,Active,Y,Y,1145
-83.18177982,42.36733047,206377,"GREAT LAKES WINE & SPIRITS, LLC",,13870 W Chicago St,48227,Wholesale,Wholesale,,,L-000166134,Active,Y,Y,1146
-83.18177982,42.36733047,206377,"GREAT LAKES WINE & SPIRITS, LLC",,13870 W Chicago St,48227,Wholesale,Warehouser,,,L-000166135,Active,N,Y,1147
-82.97059952,42.41379281,207535,"JUSTIN TWO, INC.",STS MARKET,10047 Chalmers St,48213,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000177214,Active,Y,Y,1148
-82.97059952,42.41379281,207535,"JUSTIN TWO, INC.",STS MARKET,10047 Chalmers St,48213,Retail - Off Premises,Specially Designated Merchant,,,L-000177215,Active,Y,Y,1149
-83.13199893,42.32813798,207960,"CORNER POCKET LOUNGE, LLC",CORNER POCKET LOUNGE,7304 Saint John St,48210,Retail - On Premises,Class C,Regular,,L-000177571,Active,Y,Y,1150
-83.13199893,42.32813798,207960,"CORNER POCKET LOUNGE, LLC",CORNER POCKET LOUNGE,7304 Saint John St,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000177572,Active,Y,Y,1151
-83.18581274,42.3726223,209218,"CLARK EXCHANGE, INC.",CLUB CELEBRITY,14421 Plymouth Rd,48227,Retail - On Premises,Class C,Regular,,L-000173667,Active,Y,Y,1152
-83.15010061,42.36609108,209219,"CLARK BROTHERS, INC.",CLUB TEMPTATION,8203 W Chicago,48204,Retail - On Premises,Class C,Regular,,L-000173562,Active,Y,Y,1153
-83.06281736,42.34375794,209659,"SECOND AVENUE LIQUOR, INC.",GROCER FARM MARKET,3435 2nd Ave,48201,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000174597,Active,Y,Y,1154
-83.06281736,42.34375794,209659,"SECOND AVENUE LIQUOR, INC.",GROCER FARM MARKET,3435 2nd Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000174598,Active,Y,Y,1155
-83.14392059,42.40981524,209720,"SHOP & SAVE LIQUOR, INC.",SHOP & SAVE MARKET,7347 Puritan St,48238,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000178236,Active,Y,Y,1156
-83.14392059,42.40981524,209720,"SHOP & SAVE LIQUOR, INC.",SHOP & SAVE MARKET,7347 Puritan St,48238,Retail - Off Premises,Specially Designated Merchant,,,L-000178237,Active,Y,Y,1157
-83.12386393,42.31665475,211037,"KIOSCO HALL, LLC",EL KIOSCO,7271 Dix St,48209,Retail - On Premises,Class C,Regular,,L-000184619,Active,Y,Y,1158
-83.12386393,42.31665475,211037,"KIOSCO HALL, LLC",EL KIOSCO,7271 Dix St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000184620,Active,Y,Y,1159
-83.16461187,42.26437289,211439,"BLUE JAY GROUP, INC.",BLUE JAY MARKET,3317 S Fort St,48217,Retail - Off Premises,Specially Designated Merchant,,,L-000174377,Escrow,Y,Y,1160
-83.2122727,42.41593397,212001,"BRAND LIQUOR SHOPPE, INC.",MEGA LIQUOR,17200 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000174745,Active,Y,Y,1161
-83.2122727,42.41593397,212001,"BRAND LIQUOR SHOPPE, INC.",MEGA LIQUOR,17200 W McNichols Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000174746,Active,Y,Y,1162
-83.15783907,42.36951033,212037,"YOUSIF TOBIA, INC.",PARTY PLUS,9924 Wyoming St,48204,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000175501,Active,Y,Y,1163
